Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007588~excretion	13	2.272727272727273	1.359202738950224E-10	CLDN16, AVPR2, CLCNKA, AQP5, UMOD, AQP6, AQP2, KCNJ1, ABCG8, NPHS2, NPHS1, SCNN1G, SCNN1B	456	37	16792	12.938359412043622	2.8747134039885935E-7	2.8747134039885935E-7	2.3521599112896752E-7
GOTERM_BP_DIRECT	GO:0006814~sodium ion transport	15	2.6223776223776225	3.2735990174871434E-8	SLC5A2, SLC38A3, SLC12A1, SLC12A3, SLC6A15, SLC34A3, SLC4A11, SLC13A1, SLC13A2, SLC13A3, SCNN1G, SCN7A, SLC5A7, SCNN1B, SLC5A11	456	81	16792	6.819363222871994	6.923422348170671E-5	3.461771093382637E-5	5.665104947372157E-5
GOTERM_BP_DIRECT	GO:0006811~ion transport	16	2.797202797202797	1.7982258068106722E-6	CLDN16, SLC36A2, GABRA2, SLC12A1, SLC9A4, SLC12A3, SLC26A4, LCN2, SLCO1A2, SLC24A2, WNK4, SLC1A7, CHRNA4, LTF, HTR3B, GABRP	456	127	16792	4.639314822489294	0.0037960278019930627	0.0012669470776799363	0.0031118628892046196
GOTERM_BP_DIRECT	GO:0035725~sodium ion transmembrane transport	11	1.9230769230769231	2.6073762785957407E-5	HCN2, SLC4A11, SLC12A3, SLC24A2, SLC13A1, SLC34A1, SCNN1G, SCN7A, SLC4A9, SCNN1B, SLC34A3	456	73	16792	5.548906512857486	0.05365371700903743	0.013692080755429603	0.045112198027030814
GOTERM_BP_DIRECT	GO:0030049~muscle filament sliding	8	1.3986013986013985	6.24225031605232E-5	TNNT2, DES, NEB, TNNC1, MYH7, MYH8, TNNI1, TNNI2	456	38	16792	7.752539242843952	0.12368329235521325	0.026059965050914236	0.1079699176948723
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	19	3.3216783216783217	1.233635843684564E-4	GJA8, SLC5A2, SLC12A1, SLC22A13, SLC6A2, SLC22A7, MFSD4A, ABCA4, SLC47A2, GJA3, ABCG8, SLC13A1, SLC13A2, SLC13A3, SLC5A7, SLC14A1, ABCA13, SLC5A11, SLC14A2	456	244	16792	2.867486338797814	0.22966521730557876	0.04255628790987054	0.21327150710634957
GOTERM_BP_DIRECT	GO:0055078~sodium ion homeostasis	5	0.8741258741258742	1.5090037841412182E-4	TFAP2B, SCNN1G, SCN7A, CYP4F2, SCNN1B	456	11	16792	16.738437001594896	0.2732541013859625	0.044572994123204035	0.2608186939089596
GOTERM_BP_DIRECT	GO:0051180~vitamin transport	4	0.6993006993006993	1.897709740531694E-4	GC, AFM, TTPA, STRA6	456	5	16792	29.459649122807015	0.330620221269631	0.04893746579719893	0.3278993784024187
GOTERM_BP_DIRECT	GO:0034220~ion transmembrane transport	17	2.972027972027972	1.9946428766503274E-4	GABRA2, GABRG3, SLC12A1, FXYD4, GABRA4, GABRA5, AQP5, CLCNKA, GRIK5, ATP12A, AQP2, SLC24A2, SCNN1G, ATP6V1G3, SCNN1B, HTR3B, ATP6V0D2	456	210	16792	2.981035923141186	0.34420631737804996	0.045796943862480344	0.3446209297445435
GOTERM_BP_DIRECT	GO:1902476~chloride transmembrane transport	11	1.9230769230769231	2.094810665414886E-4	SLC26A4, GABRA2, GABRG3, SLC12A1, GABRA4, SLC12A3, NMUR2, CLIC5, GABRA5, CLCNKA, GABRP	456	93	16792	4.355593284285984	0.3579562734801268	0.04334254396102388	0.36189770120642617
GOTERM_BP_DIRECT	GO:0003009~skeletal muscle contraction	6	1.048951048951049	3.9654161225930487E-4	TNNC1, MYH7, CHRNA1, MYH8, TNNI1, TNNI2	456	24	16792	9.206140350877192	0.5677935194772423	0.07342404704348415	0.6840185919579134
GOTERM_BP_DIRECT	GO:0010951~negative regulation of endopeptidase activity	12	2.097902097902098	4.497503601879043E-4	KNG1, WFDC12, CPAMD8, CRB2, SERPINA5, SERPINC1, HRG, ITIH2, VTN, SERPIND1, WFDC3, AHSG	456	121	16792	3.652022618529795	0.6138139312142488	0.07622461973862715	0.7754654024643926
GOTERM_BP_DIRECT	GO:0006810~transport	22	3.8461538461538463	5.573647275446522E-4	GJA8, SLC5A2, SLC12A1, CRABP1, GABRA4, SLC12A3, SLC6A2, RBP2, GABRA5, TTPA, CLCNKA, SLC7A8, AQP6, SLC7A4, ABCA4, KCNK10, GJA3, PTGDS, ALB, CLIC5, SLC13A2, CHRNA1	456	348	16792	2.3279895140149223	0.6924615131269896	0.08671220935583202	0.9601735838547398
GOTERM_BP_DIRECT	GO:0034765~regulation of ion transmembrane transport	11	1.9230769230769231	8.680298417197101E-4	HCN2, KCNK15, KCND2, CLIC5, KCNA4, KCNJ10, SCN7A, CACNA1S, KCNJ13, KCNK10, KCNJ1	456	111	16792	3.6492808598071753	0.8406544839155105	0.12295015771910944	1.4915800707396842
GOTERM_BP_DIRECT	GO:0006816~calcium ion transport	9	1.5734265734265735	0.001027391950063647	PLCZ1, CYP27B1, NMUR2, TRPV5, CHRNA4, TRPV6, CACNA1S, CAMK2A, RAMP1	456	76	16792	4.360803324099723	0.8862839772586615	0.13492297617467297	1.7631323861879267
